Nama_Obat;Manufacturer;Content;Indications;Contraindications;Adverse_Reactions;Diseases;MIMS_Class
Merflam;Mersifarma TM;Diclofenac K;Short-term treatment of pain, inflammation & swelling due to trauma or surgery. Adjuvant in severe painful inflammatory infections of the ear, nose & throat.;Gastric or intestinal ulcer. Patients in whom aspirin & other NSAIDs precipitate attacks of asthma, urticaria or acute rhinitis.;Epigastric pain, nausea, vomiting, diarrhoea, headache, dizziness, vertigo, skin rash or eruption.;"Cancer Pain; Headache; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Tonsillopharyngitis - Acute; Tonsillopharyngitis - Acute (Pediatric); Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Movi-Cox;Boehringer Ingelheim;Meloxicam;Short-term symptomatic treatment of acute exacerbations of OA, long-term symptomatic treatment of RA. Symptomatic treatment of ankylosing spondylitis.;Hypersensitivity. Cross sensitivity to acetylsalicylic &/or NSAID. Asthma, nasal polyps, angioedema or urticaria. Treatment of peri-op pain in the setting of CABG surgery. Active or recent GI ulceration/perforation, Crohn's disease or ulcerative colitis, severe hepatic insufficiency, non-dialysed severe renal insufficiency & uncontrolled heart failure, overt GI bleeding, recent cerebrovascular bleeding or established systemic bleeding disorders. Severe renal impairment without hemodialysis. Pregnancy & breastfeeding.;Dyspepsia, nausea, vomiting, abdominal pain, diarrhoea, headache. Peptic ulcer, GI bleeding, flatulence, constipation, melaena, haematemesis, ulcerative stomatitis, exacerbation of colitis & Crohn's disease, infertility in female, ovulation delayed.;"Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Movix;Lapi;Meloxicam;Short-term symptomatic treatment of acute exacerbation of OA. Long-term symptomatic treatment of RA (chronic polyarthritis).;Active gastric ulcer. GI & cerebrovascular bleeding, other bleeding disorders. Severe liver & renal (without dialysis) insufficiency. Patients with asthma, nasal polyp, angioedema or urticaria induced by acetylsalicylic or other NSAIDs. Pregnancy & lactation. Childn & adolescent <15 year.;Dyspepsia, nausea, vomiting, abdominal pain, constipation, flatulence, diarrhea, oesophagitis, gastroduodenal ulcer. Increased transaminase, bilirubin, creatinine & urea serum. Pruritus, skin rash, stomatitis, urticaria, photosensitization. Anemia, leucopenia, thrombocytopenia. Edema, increased BP, palpitation, acute asthma, lightheadedness, dizziness, vertigo, tinnitus, drowsiness.;"Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Moxam;Pharos;Meloxicam;Short-term treatment of acute exacerbations of OA. Long-term treatment of RA.;Sensitivity to aspirin & other NSAIDs, asthma, nasal polyps, angioedema or urticaria.;GI disturbances, anemia, pruritus, skin rash, headache, vertigo.;"Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Nazovel;Novell Pharma;Ketoprofen;"Post-op & post-partum pain; inflammatory states & pain in RA & OA.";Hypersensitivity to aspirin. Gastric ulcer or acute GI inflammation.;GI effects, headache, dizziness, drowsiness.;"Cancer Pain; Chronic Pelvic Pain; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Neurobat A;Interbat;Methampyrone 250 mg, vit B1 50 mg, vit B6 100 mg, vit B12 100 mcg;Neuritis, neuralgia, lumbago, ischialgia.;Bleeding disorders. Porphyria.;Allergic reaction. Agranulocytosis. GI bleeding.;"Cancer Pain; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Dysmenorrhea - Primary.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Neurofenac Plus;P&G Health;Diclofenac Na 50 mg, thiamine nitrate 50 mg, pyridoxol HCl 50 mg, vit B12 1 mg;Relief of moderate to severe pain associated with neuritis &/or neuralgia.;Hypersensitivity. Polycythemia vera, early stages of Leber's disease (hereditary atrophy of the optic nerve), gastroduodenal/peptic ulcer. Patients in whom episodes of bronchial asthma, utricaria or rhinitis are triggered by ASA or its derivatives, ischaemic heart disease, peripheral arterial disease, CV disease, CHF.;"Abdominal pain, nausea, vomiting, diarrhea, dyspepsia, flatulence, anorexia, water retention; dizziness, confusion, headache, fatigue.";"Headache; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Neurosanbe Plus;Sanbe;Metampyrone 500 mg, vit B1 50 mg, vit B6 100 mg, vit B12 100 mcg;Neuritis & neuralgia especially severe painful forms in degenerative diseases of the vertebral column.;Systolic BP <100 mmHg. Pregnancy & lactation.;Hypersensitivity reactions, agranulocytosis.;"Cancer Pain; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Dysmenorrhea - Primary.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Norages;Meprofarm;Metamizole Na;Relief of severe acute & chronic pain eg, rheumatic disease, headache, toothache, cancer pain, post-injury or post-op pain, muscle spasm, colic pain.;Hypersensitivity to analgesics & antirheumatics. Systolic BP <100 mmHg. Pregnancy & lactation.;Syr: Blood dyscrasia, shock, agranulocytosis, high fever, sore throat, dysphagia, inflammation of mouth, nose, throat, anus & genitals. Facial edema, itching, cold sensation of extremities. Injection: Anaphylatic reaction, asthma attack, skin hypersensitivity reactions.;"Cancer Pain; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Dysmenorrhea - Primary.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Notritis;Caprifarmindo;Tenoxicam;Symptomatic treatment of RA, OA, arthrosis, ankylosing spondylitis, extra-articular disorder eg, tendinitis, bursitis, periarthritis of shoulders, hips, strains & sprains, acute gout.;Severe diseases of upper GIT.;GI upsets, dizziness, headache, rash, erythema, urticaria, decreased Hb, granulocytopenia, mild edema, photodermatosis.;"Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Orinox;Dexa Medica;Etoricoxib;"Symptomatic relief of OA; relief of chronic musculoskeletal pain & acute pain associated with dental surgery.";Hypersensitivity. CHF (NYHA II-IV), established ischemic heart disease, peripheral artery disease &/or cerebrovascular disease.;"Asthenia/fatigue, dizziness, lower extremity edema, HTN, dyspepsia, heartburn, nausea, headache, increased ALT & AST. Hypersensitivity reactions eg, anaphylactic/anaphylactoid reactions; anxiety, insomnia, confusion, hallucinations; dysgeusia, somnolence; CHF; hypertensive crisis; bronchospasm; abdominal pain, oral & peptic ulcers eg, perforation & bleeding, vomiting, diarrhea; hepatitis; angioedema, pruritus, rash, SJS, urticaria; renal insufficiency eg, renal failure.";"Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Ostelox;Sanbe;Meloxicam;Symptomatic treatment of acute exacerbations of OA (short-term), RA (long-term) & ankylosing spondylitis.;"Cross-sensitivity with acetosal & other NSAIDs; signs of asthma, nasal polyps, angioedema & urticaria; severe hepatic & nondialysed severe renal insufficiency; cerebrovascular bleeding; active peptic ulcer, GI bleeding or other bleeding disorders. Pregnancy & lactation.";"Dyspepsia, nausea, vomiting, constipation, diarrhea, flatulence, esophagitis, GI ulcer & bleeding, colitis; anemia, leucopenia, thrombocytopenia; skin rash, pruritus, urticaria, stomatitis; onset of asthma attack in patients allergic to acetosal or other NSAIDs; dizziness, drowsiness, tinnitus, vertigo; flushes, edema, increased BP, palpitations; abnormal renal function parameters; elevated transaminases or bilirubin.";"Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Peinlos;Fahrenheit;Ibuprofen;Management of acute moderate to severe pain as an adjunct to IV opioid analgesics where an IV route is considered clinically necessary.;Hypersensitivity. Patients who have experienced asthma, urticaria or allergic-type reaction after taking aspirin or other NSAIDs. Treatment of peri-op pain in the setting of CABG surgery. Last trimester of pregnancy.;"CV thrombotic events, GI, renal & hepatic effects, HTN, CHF, edema, anaphylactoid & serious skin reactions. Nausea, flatulence, vomiting, headache; pruritus.";"Cancer Pain; Fibromyalgia; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Influenza (Pediatric); Rheumatic Fever - Acute; Rhinosinusitis - Acute, Bacterial; Rhinosinusitis - Acute, Bacterial (Pediatric); Tonsillopharyngitis - Acute; Tonsillopharyngitis - Acute (Pediatric); Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis;  Tendinopathy; Mumps.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Pirofel;Sanbe;Piroxicam;Listed in Dosage.;"Aspirin sensitivity; history of GI hemorrhage or ulcers.";"GI disturbances & bleeding, peptic ulceration; headache, dizziness, blurred vision, tinnitus, skin rashes, pruritus & edema.";"Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Pirofel Gel;Sanbe;Piroxicam;OA, post-traumatic or acute musculoskeletal disorders including tendinitis, tenosynovitis, periarthritis, sprains, strains & low back pain.;Patients in whom aspirin & other NSAIDs induce the symptoms of rhinitis, asthma, angioedema & urticaria.;Mild to moderate local irritation, erythema, pruritus, dermatitis, skin discoloration (mild but transient).;"Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Ponalar Forte;Coronet;Mefenamic acid;Relief of mild to moderate pain associated with headache, toothache, primary dysmenorrhea including pain due to trauma, muscle & after surgery.;"Hypersensitivity. Patients with ulceration or chronic inflammation in upper or lower GIT; aspirin experienced bronchospasm, allergic rhinitis & urticaria. Severe renal impairment.";"Nausea, vomiting, epigastric pain, diarrhoea; urticaria, facial oedema; headache, blurred vision, drowsiness, dizziness, insomnia; dysuria, hematuria; sweating, ear pain.";"Cancer Pain; Headache; Migraine Headache; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dengue (Pediatric); Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Psoriatic Arthritis; Heavy Menstrual Bleeding.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Pondex/Pondex Forte;Dexa Medica;Mefenamic acid;Relief of mild to moderate pain related with headache, dental pain, primary dysmenorrhea, pain of miscellaneous origin, muscular aches, & postop pain.;History of hypersensitivity. Bronchospasm, allergic rhinitis or urticaria with aspirin use. Active ulceration of either upper or lower GI tract. Pre-existing renal disease.;"Nausea, vomiting, diarrhea, abdominal pain; leukopenia, eosinophilia, thrombocytopenia, agranulocytosis; drowsiness, dizziness, blurred vision, insomnia.";"Cancer Pain; Headache; Migraine Headache; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Psoriatic Arthritis; Heavy Menstrual Bleeding.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Profenal;Yarindo Farmatama;Ibuprofen 200 mg, paracetamol 350 mg;Relief of pain eg, toothache, headache, muscle pain, primary dysmenorrhoea.;Hypersensitivity to paracetamol, ibuprofen or other NSAIDs. Severe & active peptic ulcer. Asthma, rhinitis or urticaria due to acetosal or other NSAID use. Third trimester of pregnancy.;Liver damage (large dose, long-term use). Nausea, vomiting, gastric pain, heartburn, diarrhea, constipation, gastric bleeding. Skin rash, dizziness, bronchospasm, thrombocytopenia, limfopenia, hepatic & renal disorders. Reduced visual acuity, color blindness.;"Headache; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Influenza (Pediatric); Rheumatic Fever - Acute; Rhinosinusitis - Acute, Bacterial; Rhinosinusitis - Acute, Bacterial (Pediatric); Tonsillopharyngitis - Acute; Tonsillopharyngitis - Acute (Pediatric); Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Psoriatic Arthritis; Tendinopathy; Mumps.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Pronalges;Dexa Medica;Ketoprofen;"RA, OA, ankylosing & cervical spondylitis, acute joint & adjacent structures symptoms, low back & musculoskeletal pain. Relieve joint pain & inflammation & facilitating mobility; reduce dependency function.";"Hypersensitivity to aspirin or other NSAIDs; gastric/peptic ulcer or acute GIT inflammation; severe kidney & liver function impairment.";GI disorders, headache, drowsiness, dizziness, vertigo & edema.;"Cancer Pain; Chronic Pelvic Pain; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Prosinal;Gracia Pharmindo;Ibuprofen;Relief of mild to moderate pain eg, toothache, headache. Reduction of fever.;Severe & active peptic ulcer. Patients with symptoms of asthma, rhinitis or urticaria after use of aspirin or other NSAIDs.;Nausea, vomiting, diarrhea, constipation, gastric pain, skin rash, bronchospasm, thrombocytopenia, lymphopenia, reduced visual acuity, visual disturbances.;"Cancer Pain; Headache; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Influenza (Pediatric); Rheumatic Fever - Acute; Rhinosinusitis - Acute, Bacterial; Rhinosinusitis - Acute, Bacterial (Pediatric); Tonsillopharyngitis - Acute; Tonsillopharyngitis - Acute (Pediatric); Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy; Mumps.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Rativol;Sanbe;Ketorolac trometamol;Short-term management of moderate to severe acute post-op pain in max therapy of 5 days.;"Hypersensitivity to ketorolac trometamol or other NSAIDs & those patients in whom acetosal or other prostaglandin synthesis inhibitors induce allergic reactions; aspirin (injection). History of active peptic ulceration or GI bleeding, asthma; suspected or confirmed cerebrovascular bleeding; haemorrhagic diatheses including coagulation disorders; complete or partial syndrome of nasal polyps, angioedema or bronchospasm; concurrent treatment with other NSAIDs, oxpentyfylline, probenecid or lithium salts; hypovolaemia from any cause or dehydration; neuraxial (epidural or intrathecal) administration; prophylactic administration pre-op or intraoperatively when haemostasis is critical. Patients undergone operations with high risk of haemorrhage or incomplete haemostasis; on anticoagulants including low-dose heparin (2500-5000 units 12 hourly); currently receiving acetosal. Moderate or severe renal impairment (serum creatinine >160 mumol/L). Pregnancy, labour, delivery or lactation. Childn <16 year.";"GIT, CNS/musculoskeletal, urinary tract & kidney, CV/haematological disorders; asthma, dyspnea, pulmonary oedema; dermatological & hypersensitivity reactions; epistaxis, haematomata, post-op wound haemorrhage, increased bleeding time; abnormal liver function tests, asthenia, oedema, injection site pain, weight gain, hepatitis, liver failure, fever.";Dysmenorrhea - Primary.;Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Remopain;Dexa Medica;Ketorolac tromethamine;Short-term management of moderate to severe pain.;"Active peptic ulceration or recent GI haemorrhage or perforation, history of peptic ulcer disease or GI bleeding, severe renal dysfunction or those at high risk of renal failure, cerebrovascular disease, haemorrhagic diathesis, operations with high risk of haemorrhage or incomplete haemostasis, confirmed or suspected cerebrovascular bleeding; moderate or severe renal impairment; hypovolaemia or dehydration.";Edema, HTN, pruritus, rash, GI disturbances, purpura, drowsiness, dizziness, sweating, pain at injection site.;Dysmenorrhea - Primary.;Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Rhelafen/Rhelafen Forte;Lapi;Ibuprofen;Fever, relief of mild to moderate pain eg, toothache, headache, post-op pain, rheumatic disease.;Active peptic ulceration, third trimester of pregnancy.;Nausea, vomiting, GI disturbances, diarrhoea, abdominal pain, skin rash.;"Cancer Pain; Headache; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Influenza (Pediatric); Rheumatic Fever - Acute; Rhinosinusitis - Acute, Bacterial; Rhinosinusitis - Acute, Bacterial (Pediatric); Tonsillopharyngitis - Acute; Tonsillopharyngitis - Acute (Pediatric); Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy; Mumps.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Rhetoflam;Caprifarmindo;Ketoprofen;Rheumatoid conditions including muscle disorders, soft tissue bruises.;Bronchial asthma or allergic conditions.;Skin allergic reactions including pruritus, local erythema. Avoid exposure to UV light or sun rays.;"Cancer Pain; Chronic Pelvic Pain; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Rindopain;Yarindo Farmatama;Ketorolac tromethamine;Short-term management of moderate post-op pain.;"Moderate to severe renal impairment (serum creatinine >160 micromol/L); suspected or confirmed cerebrovascular bleeding, hemorrhagic diatheses including coagulation disorders, complete or partial nasal polyps syndrome, angioedema or bronchospasm; hypovolemia, dehydration, history of asthma, patients under operation with high risk of hemorrhage haemostasis, on anticoagulant including low dose heparin (2500-5000 mu 12 hourly); history of SJS or vesicular bullous rash. Neuraxial (epidural or intratechal) administration; prophylaxis before major surgery or intraoperatively when haemostasis is critical due to increased risk of bleeding. Pregnancy, labor, delivery or lactation. Childn <16 year.";"GI distubances; CNS & musculoskeletal, urinary tract & renal, CV/hematological, resp tract disorders; dermatological & hypersensitivity reactions. Withdrawal.";Dysmenorrhea - Primary.;Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Rofiden;Otto;Ketoprofen;Chronic inflammatory rheumatic disease, abarticular rheumatic disease, gout attack or chondrocalcinosis, acute arthritis & polyarthritis, sciatic & low-back pain, congestive exacerbation in OA.;Hypersensitivity to ketoprofen or other NSAIDS. Active peptic ulcer. Rectitis. Severe liver or kidney insufficiency. Third trimester of pregnancy.;Abdominal pain, nausea, vomiting, diarrhea, constipation, rash, urticaria, bronchospasm, anemia, purpura, agranulocytosis, hemolysis, thrombocytopenia, headache, dizziness, emotional disturbances, peripheral vascular disease, tinnitus & hearing disturbances.;"Cancer Pain; Chronic Pelvic Pain; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Sanbeflam;Sanbe;Ketoprofen;Local relief of pain & inflammation associated with soft tissue injuries, rheumatics, & muscular sprains.;Hypersensitivity to ketoprofen, aspirin or other NSAID. History of bronchial asthma or allergic disease.;Skin allergic reactions including pruritus & local erythema.;"Cancer Pain; Chronic Pelvic Pain; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Sandetofen;Sanbe;Dexketoprofen;Symptomatic treatment of acute pain intensity when PO is inadequate eg, post-op pain.;History of hypersensitivity to dexketoprofen, other NSAIDs. Peri-op pain in coronary bypass surgery. Neuraxial administration. Patients who have had an asthma attack, bronchospasm, acute rhinitis, or nasal polyps, urticaria or angioneurotic edema that are triggered by other drugs in similar ways (eg, aspirin, or other NSAIDs). History of suffering from gastric ulcer (active or new suspicion only), or chronic dyspepsia, gastric bleeding or other active bleeding, Crohn's disease or ulcerative colitis, history of bronchial asthma, severe heart failure. Haemorrhagic diathesis & other coagulation disorders, or patients treated with anticoagulants. Moderate to severe renal dysfunction (CrCl <50 mL/min). Severe liver impairment (Child-Pugh score10-15). Pregnancy & breast-feeding.;Nausea, vomiting, pain at the administration site, anemia, headache, dizziness, insomnia, drowsiness, blurred vision, hypotension, hot flushes, abdominal pain, dyspepsia, diarrhea, constipation, vomiting blood, dry mouth, dermatitis, pruritus, skin rashes, excessive sweating, reaction in injection area, inflammatory bruise or bleeding, fever, fatigue, pain, coldness, hyperglycemia, hypoglycemia, hypertriglyceridemia, paresthesia, tinnitus, extrasystole, tachycardia, HTN, peripheral edema, thrombophlebitis, superficial, bradypnea, peptic ulcers, bleeding or gastroduodenal perforation, anorexia, elevated liver enzyme, liver disorders, jaundice, urticaria, acne, stiff joint, muscular cramp, polyuria, kidney pain, menstrual disorders, prostatic disorder, back pain, syncope, chills, ketonuria, proteinuria, neutropenia, thrombocytopenia, bronchospasm, dyspnea, pancreatic damage, liver damage, severe mucocutaneous skin reaction (SJS, Lyell syndrome), angioedema, dermatologic reaction, photosensitivity reaction, pruritus, kidney damage (nephritis or nephrotic syndrome), anaphylaxis, facial edema.;"Low Back Pain; Osteoarthritis; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Scelto;Pharos;Ketorolac tromethamine;Short-term management of moderately severe acute pain following surgical procedures.;Active peptic ulcer, CV disease, haemorrhagic diathesis, complete or partial syndrome of nasal polyps, angioedema, bronchospams, hypovolaemia, asthma. Moderate & severe renal impairment.;GI pain, dyspepsia, nausea, headache, diarrhoea, dizziness, drowsiness, oedema, injection site pain.;Dysmenorrhea - Primary.;Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Simcox;Simex;Etoricoxib;Symptomatic relief in the treatment of OA. Relief of chronic musculoskeletal pain & acute pain associated with dental surgery.;"Hypersensitivity. CHF; established ischemic heart disease, peripheral arterial disease &/or cerebrovascular disease (including patients who have recently undergone CABG surgery or angioplasty).";Anxiety, insomnia, dysgeusia, CHF, hypertensive crisis, bronchospasm, abdominal pain, vomiting, diarrhea, hepatitis, angioedema, pruritus, rash, SJS, urticaria.;"Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Simflamfas;Simex;"Diclofenac (oral powd/tab: K; topical gel: diethylamine)";Oral powd/tab: Treatment of signs & symptoms of RA, OA & acute & chronic ankylosing spondylitis. Relief of pain & primary dysmenorrhea. Short-term treatment of acute migraine attack, post-op pain, & inflammation post-tooth extraction & post-orthopaedic surgery. Topical gel: Traumatic inflammation of tendon, ligament, muscle & joint due to strain, sprain, & bruise. Localised soft tissue rheumatism eg, tendovaginitis, bursitis, arm-shoulder syndrome, & periarthropathy. Localized rheumatic disease eg, OA in peripheral joint & vertebral column.;Hypersensitivity. Third trimester of pregnancy. Oral powd: Patients with gastric or peptic ulcer, bleeding or perforation. History of asthma, urticaria, or anaphylaxis or allergic type reactions after using aspirin or other NSAIDs. Periop pain treatment. Patients with liver, kidney, or heart failure. Gel: Patients in whom ASA & other NSAIDs induced asthma, urticaria, or rhinitis.;Oral powd: Headache, dizziness, somnolence, paresthesia, memory disturbances, seizure, anxiety, tremor, aseptic meningitis, taste disturbances, thrombocytopenia, leucopenia, anemia, agranulocytosis, hypersensitivity, systemic anaphylactic, disorientation, depression, insomnia, nightmare, irritability, psychotic disorders, visual disturbances, vertigo, palpitation, CHF, MI, chest pain, HTN, vasculitis, asthma, pneumonitis, nausea, vomiting, diarrhea, dyspepsia, abdominal pain, flatulence, anorexia, epigastric pain, GI bleeding or ulcer, colitis, hepatitis, jaundice, liver dysfunction, skin rash, urticaria, acute kidney failure, hematuria, proteinuria, nephrotic syndrome, interstitial nephritis, kidney papillary necrosis, edema. Gel: Pustular rash, hypersensitivity, angioneurotic edema, asthma, dermatitis (including contact dermatitis), rash, eczema, erythema, itching, bullous dermatitis, photosensitivity reactions.;"Cancer Pain; Headache; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Tonsillopharyngitis - Acute; Tonsillopharyngitis - Acute (Pediatric); Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Simprofen;Simex;Dexketoprofen;Symptomatic treatment for mild to moderate intensity of pain eg, acute musculoskeletal pain, dysmenorrhea, toothache.;History of hypersensitivity. History of asthma, bronchospasm, acute rhinitis, or nasal polyp, itching, angioneurotic edema caused by aspirin or other NSAIDs. History of gastric ulcers, chronic dyspepsia, gastric bleeding or other active bleeding, Crohn's disease or ulcerative colitis, bronchial asthma, severe heart failure. Neuraxial administration (intratechal or epidural). Patients with haemorrhagic diathesis, other coagulation disorders, or patients with anticoagulant therapy. Severe liver dysfunction (Child-Pugh score 10-15). Pregnancy & lactation.;Nausea, vomiting, abdominal pain, diarrhea, dyspepsia, anemia, headache, dizziness, insomnia, drowsiness, blurred vision, hypotension, hot flushes, abdominal pain, dyspepsia, diarrhea, constipation, hematemesis, dry mouth, dermatitis, pruritus, skin rash, hyperhidrosis, inflammatory bruise or bleeding, fever, fatigue, sleep disturbances, anxiety, vertigo, palpitation, gastritis, bloating, asthenia, stiffness, malaise.;"Chronic Pelvic Pain; Low Back Pain; Osteoarthritis; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
